1;arms_factory;572.00;12.85;1754.00;3.45;0
1;arms_factory;720.00;10.30;1772.00;1.29;0
1;arms_factory;657.00;11.00;1751.00;5.41;0
1;arms_factory;715.00;10.80;1728.00;5.51;0
1;arms_factory;686.00;10.05;1835.00;3.35;0
1;arms_factory;533.00;10.43;1793.00;6.01;0
1;industrial_complex;686.00;11.03;1708.00;2.40;0
1;industrial_complex;724.00;10.45;1770.00;3.96;0
1;industrial_complex;616.00;10.68;1760.00;1.80;0
1;industrial_complex;531.00;10.03;1853.00;3.00;0
1;industrial_complex;710.00;10.18;1834.00;0.84;0
1;industrial_complex;726.00;10.75;1744.00;2.40;0
1;air_base;545.00;11.45;1767.00;5.07;0
1;naval_base;665.00;10.13;1959.00;-2.68;9392
1;naval_base;571.00;9.50;1955.00;-1.29;9556
1;naval_base;541.00;9.93;1605.00;-0.32;10660
1;naval_base;688.00;9.78;1905.00;-2.68;10195
1;naval_base;517.00;9.98;1851.00;-2.65;10483
1;naval_base;622.00;9.80;1955.00;-4.07;10754
1;naval_base;578.00;9.68;1594.00;0.83;10039
1;naval_base;720.00;10.25;1889.00;1.57;10764
1;naval_base;736.00;9.73;1886.00;-3.31;10764
1;naval_base;519.00;9.57;1657.00;-1.37;10208
1;naval_base;753.00;10.07;1895.00;-2.36;10764
1;naval_base;551.00;9.55;1910.00;-1.44;10768
1;naval_base;524.00;9.50;1634.00;-1.20;10064
1;naval_base;569.00;9.50;1927.00;-2.19;9556
1;naval_base;584.00;9.90;2011.00;-1.74;9764
1;naval_base;546.00;10.05;1901.00;-1.43;10768
1;naval_base;491.00;10.00;1855.00;-3.14;10483
1;naval_base;580.00;9.65;2009.00;-2.30;9764
1;naval_base;543.00;9.90;1877.00;-3.21;10768
1;naval_base;575.00;10.03;1937.00;-1.85;9556
1;naval_base;581.00;9.57;2001.00;-3.66;9764
1;naval_base;452.00;10.18;1841.00;-3.21;10773
1;naval_base;619.00;10.13;1975.00;1.33;10754
1;naval_base;613.00;10.28;1990.00;-4.04;10196
1;naval_base;483.00;9.50;1698.00;0.32;10399
1;naval_base;509.00;9.82;1846.00;-3.27;10483
1;naval_base;649.00;10.05;1943.00;-2.47;9392
1;naval_base;573.00;9.80;1983.00;-1.57;10349
1;naval_base;573.00;9.50;1974.00;-1.57;10349
1;naval_base;612.00;10.10;1964.00;-4.49;10754
1;naval_base;629.00;9.80;1944.00;-4.33;10754
1;naval_base;631.00;9.90;1933.00;-2.25;10754
1;naval_base;667.00;9.95;1936.00;1.57;10195
1;naval_base;673.00;9.93;1916.00;1.57;10195
1;naval_base;674.00;9.90;1911.00;-4.25;10195
1;naval_base;708.00;10.10;1901.00;-4.00;10764
1;naval_base;463.00;10.10;1844.00;-2.72;10773
1;naval_base;687.00;10.07;1901.00;-3.49;10195
1;naval_base;779.00;10.03;1881.00;-3.61;10438
1;naval_base;513.00;9.75;1853.00;-3.93;10483
1;naval_base;475.00;10.03;1848.00;-2.27;10773
1;naval_base;435.00;10.10;1837.00;-3.61;9672
1;naval_base;459.00;10.23;1685.00;0.38;10399
1;naval_base;487.00;9.50;1698.00;-1.03;10399
1;naval_base;514.00;9.50;1683.00;-1.33;10208
1;naval_base;523.00;9.50;1647.00;-0.88;10208
1;naval_base;533.00;9.50;1611.00;-0.08;10660
1;bunker;694.00;10.63;1718.00;2.71;0
1;bunker;643.00;11.35;1684.00;0.55;0
1;bunker;631.00;10.65;1705.00;3.21;0
1;bunker;441.00;11.63;1768.00;4.77;0
1;bunker;576.00;10.03;1917.00;1.16;0
1;bunker;502.00;11.48;1734.00;5.28;0
1;bunker;554.00;10.40;1823.00;0.20;0
1;bunker;577.00;10.30;1865.00;3.22;0
1;bunker;480.00;10.20;1719.00;5.88;0
1;bunker;592.00;10.50;1970.00;2.26;0
1;bunker;498.00;10.15;1800.00;0.11;0
1;bunker;712.00;10.40;1789.00;1.67;0
1;bunker;474.00;10.25;1728.00;5.79;0
1;bunker;481.00;10.45;1772.00;0.71;0
1;bunker;563.00;10.85;1680.00;4.83;0
1;bunker;737.00;10.18;1826.00;0.11;0
1;bunker;494.00;11.32;1714.00;2.78;0
1;bunker;562.00;10.03;1905.00;5.44;0
1;bunker;646.00;10.35;1797.00;2.17;0
1;bunker;700.00;10.10;1851.00;3.38;0
1;bunker;445.00;10.05;1818.00;1.22;0
1;bunker;586.00;10.98;1748.00;5.34;0
1;bunker;604.00;10.30;1948.00;5.45;0
1;bunker;643.00;10.60;1893.00;3.29;0
1;bunker;639.00;10.70;1772.00;5.95;0
1;bunker;758.00;10.25;1836.00;2.33;0
1;bunker;439.00;12.10;1763.00;3.89;0
1;bunker;580.00;10.10;1896.00;1.73;0
1;bunker;753.00;10.18;1864.00;4.40;0
1;bunker;651.00;10.48;1900.00;0.78;0
1;bunker;495.00;10.25;1763.00;2.34;0
1;bunker;600.00;11.43;1748.00;0.18;0
1;bunker;551.00;10.00;1900.00;2.84;0
1;bunker;546.00;10.75;1639.00;5.50;0
1;bunker;559.00;10.50;1823.00;2.24;0
1;bunker;659.00;10.20;1829.00;3.45;0
1;bunker;767.00;9.95;1861.00;1.29;0
1;bunker;767.00;9.90;1847.00;2.85;0
1;bunker;579.00;11.00;1801.00;5.51;0
1;bunker;639.00;10.43;1856.00;1.90;0
1;bunker;742.00;10.10;1847.00;6.02;0
1;bunker;655.00;10.45;1872.00;6.12;0
1;bunker;665.00;10.85;1737.00;3.96;0
1;bunker;499.00;9.90;1855.00;1.80;0
1;bunker;595.00;10.10;1877.00;4.46;0
1;bunker;599.00;10.10;1902.00;6.03;0
1;bunker;730.00;10.75;1728.00;2.41;0
1;bunker;746.00;10.60;1753.00;0.25;0
1;bunker;515.00;10.00;1847.00;1.45;0
1;bunker;686.00;12.55;1693.00;4.47;0
1;bunker;458.00;10.45;1786.00;0.85;0
1;bunker;746.00;10.43;1781.00;3.52;0
1;bunker;725.00;10.13;1882.00;5.08;0
1;bunker;545.00;9.90;1871.00;2.92;0
1;bunker;588.00;10.00;1912.00;5.58;0
1;bunker;700.00;10.78;1709.00;1.96;0
1;bunker;604.00;10.25;1840.00;4.98;0
1;bunker;590.00;10.82;1692.00;6.19;0
1;bunker;453.00;13.05;1712.00;4.03;0
1;bunker;623.00;10.78;1739.00;0.41;0
1;bunker;534.00;11.50;1752.00;1.97;0
1;bunker;514.00;11.90;1709.00;4.63;0
1;bunker;549.00;12.10;1759.00;2.47;0
1;bunker;642.00;11.03;1687.00;5.14;0
1;bunker;607.00;10.13;1866.00;0.41;0
1;bunker;602.00;10.57;1971.00;4.54;0
1;bunker;602.00;14.78;1635.00;0.92;0
1;bunker;662.00;11.68;1701.00;2.48;0
1;bunker;539.00;10.53;1807.00;5.14;0
1;bunker;458.00;9.98;1838.00;2.98;0
1;bunker;472.00;10.10;1838.00;4.19;0
1;bunker;690.00;10.15;1866.00;0.92;0
1;bunker;602.00;10.23;1830.00;3.59;0
1;bunker;716.00;10.23;1826.00;6.25;0
1;bunker;656.00;9.90;1938.00;2.64;0
1;bunker;540.00;10.57;1684.00;5.65;0
1;bunker;522.00;11.50;1742.00;2.04;0
1;bunker;552.00;13.73;1723.00;4.70;0
1;bunker;548.00;10.85;1790.00;2.54;0
1;bunker;552.00;9.93;1607.00;4.10;0
1;bunker;666.00;10.65;1885.00;0.48;0
1;bunker;552.00;10.65;1616.00;3.15;0
1;bunker;678.00;10.10;1818.00;6.16;0
1;bunker;560.00;10.30;1850.00;1.09;0
1;bunker;598.00;11.07;1774.00;5.21;0
1;bunker;601.00;10.57;1703.00;1.59;0
1;bunker;685.00;10.32;1800.00;3.15;0
1;bunker;619.00;14.28;1665.00;0.99;0
1;bunker;687.00;10.53;1783.00;3.66;0
1;bunker;635.00;10.10;1881.00;0.04;0
1;bunker;762.00;9.95;1876.00;1.60;0
